state_name,district_name,crop_year,season,crop,area_hectares,yield_kg_per_ha,production_tonnes
Odisha,Odis_District_04,2022.0,Zaid,Wheat,15679.49,,76242.46
Odisha,Odis_District_13,2016.0,Kharif,Soybean,36682.91,2160.45,79251.59
Gujarat,Guja_District_11,2019.0,Zaid,Mustard,8822.89,1488.11,13129.43
Odisha,Odis_District_20,2020.0,Kharif,Groundnut,23249.72,4741.56,110239.94
Andhra Pradesh,Andh_District_18,2014.0,Kharif,Jowar,36733.9,1468.6,53947.41
Telangana,Tela_District_02,2013.0,Zaid,Groundnut,42992.1,2201.9,94664.3
Punjab,Punj_District_02,2020.0,Rabi,Rice,42600.94,1587.65,67635.38
Haryana,Hary_District_13,,Rabi,Cotton,30971.16,4670.02,144635.94
Madhya Pradesh,Madh_District_13,2013.0,Kharif,Mustard,12968.91,3618.17,46923.72
Tamil Nadu,Tami_District_12,2011.0,Kharif,Soybean,49366.9,1177.69,58138.9
Andhra Pradesh,Andh_District_10,2015.0,Rabi,Groundnut,4511.27,3533.88,15942.29
Madhya Pradesh,Madh_District_03,2018.0,Zaid,Jowar,17052.82,820.6,13993.54
West Bengal,West_District_02,2014.0,Rabi,Rice,23817.75,3891.97,92697.97
Haryana,Hary_District_17,2021.0,Rabi,Maize,14327.61,2007.71,28765.69
West Bengal,West_District_12,2014.0,Rabi,Mustard,42300.4,2840.32,120146.67
West Bengal,West_District_16,2015.0,Kharif,Soybean,42152.33,2508.75,105749.66
West Bengal,West_District_11,2018.0,Rabi,Maize,47653.46,3428.58,163383.7
Bihar,Biha_District_09,2012.0,Kharif,Barley,5883.35,4482.92,26374.59
Maharashtra,Maha_District_05,2012.0,Kharif,Sugarcane,24514.33,1137.38,27882.11
Punjab,Punj_District_13,2023.0,Kharif,Cotton,7719.24,3593.9,27742.18
Punjab,Punj_District_17,2018.0,Kharif,Rice,2463.89,1789.67,4409.55
Madhya Pradesh,Madh_District_04,2018.0,Rabi,Groundnut,7075.4,2484.85,17581.31
Tamil Nadu,Tami_District_11,2019.0,Rabi,Mustard,20776.25,2848.44,59179.9
West Bengal,West_District_02,2020.0,Kharif,Wheat,14053.85,644.2,9053.49
Karnataka,,2016.0,Kharif,Barley,30757.87,2181.73,67105.37
Rajasthan,Raja_District_16,2013.0,Kharif,Wheat,32601.62,989.0,32243.0
Karnataka,Karn_District_18,2014.0,Zaid,Soybean,787.49,1617.32,1273.62
Andhra Pradesh,Andh_District_17,2017.0,Kharif,Soybean,22881.71,2273.32,52017.45
Maharashtra,,,Rabi,Soybean,40534.1,2200.27,89185.96
Haryana,Hary_District_03,2020.0,Kharif,Soybean,26569.01,3170.82,84245.55
Assam,Assa_District_19,2017.0,Rabi,Sugarcane,1189.39,2818.1,3351.82
Haryana,Hary_District_13,2013.0,Kharif,Sugarcane,17307.08,2395.76,41463.61
Haryana,Hary_District_15,2015.0,Zaid,Groundnut,5104.34,4022.69,20533.18
Punjab,Punj_District_16,2023.0,Rabi,Cotton,47125.97,600.21,28285.48
Haryana,Hary_District_03,2015.0,Zaid,Rice,30108.5,3937.3,118546.2
Telangana,Tela_District_07,2011.0,Rabi,Groundnut,14311.9,4044.0,
Tamil Nadu,Tami_District_03,2015.0,Kharif,Wheat,31654.52,4681.23,148182.09
Andhra Pradesh,Andh_District_15,2018.0,Rabi,Soybean,49052.14,690.56,33873.45
Tamil Nadu,Tami_District_12,2023.0,Zaid,Cotton,22302.39,2961.45,66047.41
Telangana,Tela_District_08,2017.0,Kharif,Cotton,7422.49,2013.29,14943.62
Karnataka,Karn_District_10,2018.0,Rabi,Wheat,,573.04,28298.78
Telangana,Tela_District_17,2014.0,Kharif,Rice,22680.15,4291.95,97342.07
Rajasthan,Raja_District_01,2015.0,Kharif,Cotton,16262.67,2659.09,43243.9
Maharashtra,Maha_District_05,2023.0,Kharif,Wheat,48904.48,2636.95,128958.67
Tamil Nadu,Tami_District_08,2022.0,Rabi,Cotton,6632.97,732.75,4860.31
Assam,Assa_District_14,2018.0,Zaid,Groundnut,47276.29,1696.14,
Assam,Assa_District_03,2018.0,Rabi,Mustard,25252.79,908.16,22933.57
Odisha,Odis_District_07,2023.0,Rabi,Soybean,21240.39,4685.47,99521.21
Gujarat,Guja_District_01,2015.0,Kharif,Sugarcane,25170.41,4870.11,122582.67
Gujarat,Guja_District_03,2021.0,Kharif,Jowar,13015.9,2770.45,36059.9
Telangana,Tela_District_10,2013.0,Zaid,Rice,,2517.14,108213.33
Madhya Pradesh,Madh_District_05,2021.0,,Rice,14046.42,4349.64,61096.87
Maharashtra,Maha_District_15,2010.0,Rabi,Sugarcane,19555.48,2888.25,56481.12
Bihar,Biha_District_14,2023.0,Kharif,Sugarcane,48828.7,1339.17,65389.93
Bihar,Biha_District_03,2019.0,Zaid,Cotton,15139.89,639.81,9686.65
Odisha,Odis_District_06,2011.0,Zaid,Jowar,19652.7,1400.83,27530.09
Rajasthan,Raja_District_17,2023.0,Rabi,Barley,34033.74,1315.95,44786.7
West Bengal,West_District_05,2017.0,Rabi,Sugarcane,33773.16,1685.64,56929.39
,,2017.0,Kharif,Mustard,17825.37,2069.87,36896.2
Uttar Pradesh,Utta_District_16,2021.0,Zaid,Groundnut,35865.91,2599.29,93225.9
Gujarat,Guja_District_02,2015.0,Zaid,Mustard,18128.82,4336.8,78621.07
Andhra Pradesh,Andh_District_20,2021.0,Zaid,Groundnut,28640.34,1462.24,41879.05
Madhya Pradesh,Madh_District_04,2015.0,Kharif,Barley,45014.55,2041.93,91916.56
Bihar,Biha_District_09,2017.0,Zaid,Cotton,2045.07,2725.7,5574.25
Assam,Assa_District_17,2023.0,Zaid,Soybean,6284.51,1573.1,9886.16
Assam,Assa_District_07,2010.0,Kharif,Mustard,37380.83,1088.38,40684.55
Haryana,Hary_District_13,2018.0,Kharif,Groundnut,40366.52,4716.08,190371.74
Odisha,Odis_District_10,2021.0,Kharif,Barley,30365.95,3696.62,112251.38
Rajasthan,Raja_District_14,2012.0,,Cotton,35707.97,4967.64,177384.34
Haryana,Hary_District_10,,Zaid,Groundnut,17142.76,1232.85,21134.45
,Hary_District_07,,Zaid,Jowar,26006.45,2899.62,75408.82
Uttar Pradesh,Utta_District_07,2014.0,Zaid,Sugarcane,8977.83,3258.99,29258.66
Madhya Pradesh,Madh_District_09,2015.0,Rabi,Wheat,804.82,4674.51,3762.14
Maharashtra,Maha_District_02,2022.0,Zaid,Groundnut,13302.26,678.02,9019.2
Bihar,Biha_District_06,2015.0,Zaid,Soybean,5501.65,1581.12,8698.77
Assam,Assa_District_15,2012.0,Kharif,Jowar,,647.64,8916.66
Assam,Assa_District_08,2014.0,Rabi,Soybean,14039.81,1368.24,19209.83
Haryana,Hary_District_14,2023.0,Rabi,Jowar,18993.18,2233.25,42416.52
Assam,Assa_District_15,2016.0,Rabi,Sugarcane,17016.49,1975.66,33618.8
Maharashtra,Maha_District_01,2016.0,Rabi,Mustard,4577.59,613.42,2807.99
Rajasthan,Raja_District_09,2016.0,Rabi,Groundnut,10185.5,3904.92,39773.56
,Assa_District_03,2011.0,Kharif,Barley,49541.41,4678.37,231773.05
West Bengal,West_District_20,2014.0,Zaid,Wheat,25260.55,2893.21,73084.08
Karnataka,Karn_District_11,2019.0,,Groundnut,15797.62,3982.73,62917.66
Haryana,Hary_District_10,2015.0,Rabi,Soybean,38261.36,4299.23,164494.39
Maharashtra,Maha_District_18,2014.0,Kharif,Rice,44785.68,2454.57,109929.59
Uttar Pradesh,Utta_District_06,2021.0,Zaid,Barley,38367.09,4128.79,158409.66
Madhya Pradesh,Madh_District_03,2021.0,Rabi,Barley,15492.14,4681.59,72527.85
Rajasthan,Raja_District_12,2012.0,Rabi,Jowar,4807.64,4974.21,
Punjab,Punj_District_04,2019.0,Zaid,Maize,38527.53,919.72,35434.54
Madhya Pradesh,Madh_District_14,2012.0,Zaid,Rice,32845.86,653.81,21474.95
Karnataka,Karn_District_20,2013.0,Kharif,Sugarcane,38532.33,4096.5,
Gujarat,Guja_District_20,2010.0,Zaid,,30160.27,4355.87,131374.22
Andhra Pradesh,Andh_District_08,2011.0,Rabi,Sugarcane,4984.38,1741.66,8681.1
Andhra Pradesh,Andh_District_02,2018.0,Kharif,Wheat,20767.46,691.06,14351.56
Andhra Pradesh,Andh_District_08,2022.0,Kharif,,22465.98,1693.46,38045.24
,West_District_15,2014.0,Kharif,Jowar,19697.48,2412.96,47529.23
Karnataka,Karn_District_19,2015.0,Zaid,Barley,43982.65,1716.53,75497.54
Karnataka,Karn_District_15,2023.0,Zaid,Barley,44697.78,2416.87,108028.72
Gujarat,Guja_District_03,2019.0,Zaid,Mustard,16457.61,2761.3,45444.4
Odisha,Odis_District_04,2020.0,,Rice,20945.39,1658.18,34731.23
Maharashtra,Maha_District_17,2013.0,Kharif,Cotton,25183.7,1183.11,29795.09
Uttar Pradesh,Utta_District_06,2014.0,Zaid,Maize,17661.3,3046.06,53797.38
Assam,Assa_District_17,2016.0,Zaid,Groundnut,20729.07,4207.61,87219.84
Bihar,Biha_District_10,2018.0,Zaid,Wheat,12910.42,4863.97,62795.9
Bihar,Biha_District_01,2011.0,Rabi,Mustard,39257.63,4854.17,190563.21
Madhya Pradesh,Madh_District_18,2018.0,Rabi,Sugarcane,41923.01,1139.47,47770.01
Maharashtra,Maha_District_06,2017.0,Zaid,Jowar,26370.36,1264.9,33355.87
Maharashtra,Maha_District_05,2018.0,Rabi,Groundnut,40929.54,3128.73,128057.48
Odisha,Odis_District_04,2017.0,Zaid,Sugarcane,13246.12,4683.2,62034.23
Punjab,Punj_District_10,2023.0,Kharif,Barley,5847.78,3037.38,17761.93
,Punj_District_06,2017.0,Kharif,Mustard,36079.92,764.82,27594.64
Gujarat,Guja_District_20,2014.0,Zaid,Soybean,29933.02,4171.56,124867.39
Maharashtra,Maha_District_15,2017.0,Rabi,Wheat,3469.61,2805.09,9732.57
Rajasthan,Raja_District_13,2022.0,Kharif,Barley,13002.0,3483.16,45288.05
Uttar Pradesh,Utta_District_04,2018.0,Rabi,Soybean,6022.0,4716.73,28404.15
Tamil Nadu,Tami_District_01,2011.0,Zaid,Wheat,44746.96,1336.88,59821.32
Andhra Pradesh,Andh_District_02,2013.0,Zaid,Sugarcane,16230.97,3144.36,51036.01
Madhya Pradesh,Madh_District_04,2011.0,,Soybean,35931.31,2491.95,89539.03
Assam,Assa_District_19,,Kharif,Wheat,7898.94,968.68,7651.55
Uttar Pradesh,Utta_District_08,2021.0,Zaid,Maize,49988.29,2549.08,127424.15
Gujarat,Guja_District_18,2016.0,Rabi,Soybean,43639.33,2670.69,116547.12
Maharashtra,Maha_District_20,2011.0,Rabi,Maize,46125.65,894.92,41278.77
Madhya Pradesh,Madh_District_13,2020.0,Kharif,Mustard,5789.56,4683.34,27114.48
Rajasthan,Raja_District_10,2022.0,Rabi,Groundnut,47379.9,1916.23,90790.79
Tamil Nadu,Tami_District_02,2016.0,Rabi,Soybean,,2536.03,45198.98
Maharashtra,Maha_District_03,2018.0,Rabi,Barley,20866.47,1355.2,28278.24
West Bengal,West_District_06,2016.0,Kharif,Barley,44928.93,1639.88,73678.05
Haryana,Hary_District_18,2010.0,Kharif,Jowar,35293.09,802.2,28312.12
Uttar Pradesh,Utta_District_07,2011.0,Rabi,Rice,2033.69,3441.79,6999.53
Uttar Pradesh,Utta_District_20,2022.0,Zaid,Mustard,17016.89,3449.57,58700.95
Haryana,Hary_District_03,2011.0,Zaid,Maize,4791.66,4774.33,22876.97
Haryana,Hary_District_04,2013.0,Kharif,Wheat,37450.87,4443.2,166401.71
West Bengal,West_District_01,2016.0,Kharif,Groundnut,6909.88,1940.72,13410.14
Uttar Pradesh,Utta_District_05,2015.0,Rabi,Rice,18480.37,2917.28,53912.41
Gujarat,Guja_District_17,2022.0,Kharif,Cotton,14913.74,772.84,11525.93
Gujarat,Guja_District_13,2019.0,Rabi,Rice,18507.03,1645.47,30452.76
Maharashtra,Maha_District_20,2022.0,Rabi,Cotton,19357.47,1386.32,26835.65
Karnataka,Karn_District_01,2010.0,Kharif,Groundnut,13168.63,3321.29,43736.84
Bihar,Biha_District_20,2020.0,,Groundnut,19468.88,2054.23,39993.56
West Bengal,West_District_04,2020.0,Rabi,Cotton,26741.89,3973.37,106255.42
West Bengal,West_District_11,2021.0,Rabi,Wheat,19005.51,3143.84,59750.28
Haryana,Hary_District_05,2019.0,Zaid,Wheat,48313.51,2848.91,137640.84
Tamil Nadu,Tami_District_01,2022.0,Kharif,Groundnut,45498.9,,185250.14
Maharashtra,Maha_District_04,2016.0,Kharif,Maize,3030.06,2430.94,7365.89
Bihar,Biha_District_15,2010.0,Kharif,Rice,34946.09,4940.2,172640.67
Assam,Assa_District_14,2022.0,Rabi,Maize,22972.98,917.53,21078.4
Karnataka,Karn_District_18,2021.0,Rabi,Jowar,28144.26,1069.54,30101.41
Odisha,Odis_District_20,2023.0,Rabi,Cotton,37600.83,2784.55,104701.39
Telangana,Tela_District_17,2017.0,Kharif,Wheat,36199.23,,159715.71
Uttar Pradesh,Utta_District_18,2010.0,,Soybean,31484.51,3255.98,102512.93
Odisha,Odis_District_16,2014.0,Kharif,Barley,37753.06,4291.05,162000.27
Telangana,Tela_District_19,2020.0,Rabi,Cotton,43465.78,663.94,
Bihar,Biha_District_07,2017.0,Rabi,Wheat,27853.9,1473.21,41034.64
Telangana,Tela_District_03,2020.0,Rabi,Maize,43031.26,,147071.81
Assam,Assa_District_14,,Rabi,Cotton,21069.1,1346.47,28368.91
Uttar Pradesh,Utta_District_12,2018.0,Rabi,Groundnut,,3667.0,62402.37
Odisha,Odis_District_14,,Zaid,Mustard,10297.54,921.12,9485.27
Gujarat,,2014.0,Rabi,,44412.64,3938.95,174939.17
Rajasthan,Raja_District_20,2010.0,Zaid,Groundnut,10069.77,1815.4,
Punjab,Punj_District_13,2017.0,Zaid,Soybean,48606.3,3686.83,179203.17
Odisha,Odis_District_05,2016.0,Kharif,Jowar,30565.05,1884.33,57594.64
Telangana,Tela_District_17,2013.0,Rabi,Groundnut,15026.34,677.86,10185.75
Madhya Pradesh,Madh_District_18,2016.0,Zaid,Barley,36451.25,694.29,25307.74
Karnataka,Karn_District_19,2023.0,Zaid,Jowar,342.38,3782.73,1295.13
Andhra Pradesh,,2015.0,Zaid,Groundnut,47448.8,3904.26,185252.45
West Bengal,West_District_07,2023.0,Kharif,Groundnut,23634.85,2687.2,63511.57
Maharashtra,Maha_District_09,2017.0,Zaid,Wheat,21863.21,1960.9,42871.57
Bihar,Biha_District_11,2010.0,Rabi,Maize,26133.54,2440.18,63770.54
Gujarat,Guja_District_16,2022.0,Zaid,Cotton,29948.58,4541.54,136012.67
West Bengal,West_District_11,2022.0,Rabi,Maize,49750.97,854.34,42504.24
Madhya Pradesh,Madh_District_18,2019.0,Kharif,,,1313.18,25338.74
Tamil Nadu,Tami_District_02,2011.0,Kharif,Mustard,17670.81,1793.63,31694.89
Punjab,Punj_District_14,2013.0,Kharif,,8809.4,3938.34,
Odisha,Odis_District_06,2013.0,Rabi,Jowar,24864.81,4636.61,115288.43
Haryana,Hary_District_10,2016.0,Zaid,,1726.36,801.4,1383.5
Odisha,Odis_District_17,2021.0,Zaid,Jowar,20223.35,861.25,17417.36
Karnataka,Karn_District_15,2013.0,Kharif,Rice,13210.21,4937.13,65220.52
Maharashtra,Maha_District_01,2017.0,Kharif,Cotton,10527.08,1391.53,14648.75
Telangana,Tela_District_12,2018.0,Zaid,Sugarcane,28724.67,2740.99,78734.03
Odisha,,2018.0,Zaid,Wheat,29063.87,2195.31,63804.2
Bihar,Biha_District_19,2020.0,Zaid,Barley,41355.44,1123.61,46467.39
West Bengal,West_District_04,2019.0,Kharif,Wheat,21476.79,3603.93,77400.85
Odisha,Odis_District_19,2022.0,Kharif,Barley,43425.0,2163.07,93931.31
Bihar,Biha_District_16,2023.0,Zaid,Rice,28430.51,811.13,23060.84
Madhya Pradesh,Madh_District_13,2022.0,Rabi,Sugarcane,8598.92,811.12,6974.76
West Bengal,West_District_06,2016.0,Rabi,Soybean,36421.26,1796.27,65422.42
Assam,Assa_District_01,2017.0,,Jowar,36214.89,798.79,28928.09
Maharashtra,Maha_District_13,2021.0,Zaid,Mustard,43141.14,4259.89,183776.51
Karnataka,Karn_District_05,2019.0,Rabi,Rice,4537.54,606.9,2753.83
Maharashtra,Maha_District_11,2010.0,Rabi,Wheat,2908.81,,
Karnataka,Karn_District_17,2015.0,Zaid,,11811.7,2967.23,35048.03
Telangana,Tela_District_13,2011.0,Zaid,Cotton,21369.59,4079.86,87184.94
Gujarat,Guja_District_05,2023.0,Kharif,Mustard,24496.03,2752.97,67436.84
Rajasthan,Raja_District_08,2011.0,Rabi,Wheat,49455.69,1175.58,58139.12
Haryana,Hary_District_08,2020.0,Rabi,Rice,41552.13,732.87,30452.31
Assam,Assa_District_07,2018.0,Zaid,Maize,23934.67,4488.51,
Gujarat,Guja_District_16,2016.0,Kharif,Groundnut,33294.18,3583.47,119308.7
Telangana,Tela_District_20,2015.0,,Barley,13239.53,2383.59,31557.61
Odisha,Odis_District_16,2018.0,Kharif,Maize,18392.4,2846.49,52353.78
Tamil Nadu,Tami_District_09,2013.0,Zaid,Cotton,23165.17,1971.04,45659.48
Karnataka,Karn_District_11,2017.0,Kharif,Rice,15343.48,1628.84,24992.07
Telangana,Tela_District_04,2014.0,Zaid,Jowar,18315.86,1174.74,21516.37
Uttar Pradesh,Utta_District_19,2019.0,Kharif,Cotton,43618.0,,139993.72
Rajasthan,Raja_District_17,2023.0,Rabi,Barley,6775.94,3622.37,24544.96
Tamil Nadu,Tami_District_12,2014.0,Rabi,Soybean,42398.56,1568.91,66519.52
Rajasthan,Raja_District_03,2013.0,Zaid,Sugarcane,7614.97,538.78,4102.79
Maharashtra,Maha_District_01,2017.0,Rabi,Mustard,2457.79,3930.13,9659.43
Karnataka,Karn_District_13,2023.0,Rabi,Cotton,49360.6,701.96,34649.17
Haryana,Hary_District_17,2013.0,Rabi,Maize,37428.74,823.38,30818.08
Madhya Pradesh,Madh_District_13,2016.0,Rabi,Sugarcane,29647.43,3902.34,115694.35
Telangana,Tela_District_11,2018.0,Kharif,Jowar,18024.3,549.21,9899.13
Andhra Pradesh,Andh_District_11,2023.0,Kharif,Jowar,29799.95,4960.6,147825.63
Uttar Pradesh,Utta_District_14,2022.0,Kharif,Rice,12955.11,1352.71,17524.51
Tamil Nadu,Tami_District_11,2011.0,Kharif,Rice,6283.9,2998.65,18843.22
Bihar,Biha_District_11,2019.0,Rabi,Wheat,29862.61,4065.22,121398.08
West Bengal,West_District_17,2023.0,Zaid,Soybean,37678.36,4516.44,170172.05
Assam,Assa_District_20,2019.0,Kharif,Barley,40308.06,1612.7,65004.81
Gujarat,Guja_District_12,2011.0,,Mustard,27838.28,1838.35,51176.5
West Bengal,West_District_06,2016.0,,Mustard,16556.29,4693.75,77711.09
Tamil Nadu,Tami_District_07,2023.0,Kharif,Groundnut,34126.61,4885.66,166731.01
West Bengal,West_District_16,2013.0,Kharif,Jowar,20903.94,2918.47,61007.52
Assam,Assa_District_18,2010.0,Zaid,Barley,24407.06,982.79,23987.01
,Odis_District_17,2010.0,Rabi,Sugarcane,11911.43,2874.36,34237.74
Telangana,Tela_District_15,2010.0,Zaid,Mustard,3461.98,,16242.16
Maharashtra,Maha_District_16,2011.0,Zaid,Rice,6279.8,1390.91,8734.64
Punjab,Punj_District_06,2010.0,Zaid,Barley,38289.53,936.21,35847.04
Andhra Pradesh,Andh_District_10,2013.0,Zaid,Cotton,45023.88,3765.65,169544.17
Telangana,Tela_District_06,2012.0,Zaid,Mustard,3524.18,3613.31,12733.95
Andhra Pradesh,Andh_District_17,2020.0,Rabi,Sugarcane,31618.26,3908.07,123566.37
Telangana,Tela_District_15,2016.0,Rabi,,41427.07,3732.58,154629.85
Andhra Pradesh,Andh_District_20,2011.0,Zaid,Sugarcane,29350.2,1951.08,57264.59
,Maha_District_20,2011.0,Rabi,Maize,34893.96,4806.37,167713.28
Maharashtra,Maha_District_05,2021.0,Kharif,Sugarcane,29417.34,3489.55,102653.28
Gujarat,Guja_District_01,2022.0,Zaid,Groundnut,21912.69,3902.54,85515.15
Haryana,Hary_District_06,2014.0,Rabi,Cotton,49883.6,1221.75,60945.29
Karnataka,Karn_District_20,2022.0,Kharif,Wheat,10200.02,2927.47,29860.25
Telangana,Tela_District_15,2014.0,Rabi,Soybean,24120.63,3072.06,74100.02
West Bengal,West_District_09,2022.0,Rabi,Cotton,2548.79,2319.24,5911.26
Assam,Assa_District_16,2010.0,Kharif,Mustard,29190.62,3133.36,91464.72
Haryana,Hary_District_03,2013.0,Kharif,Soybean,32900.96,3740.97,123081.5
Gujarat,Guja_District_10,2010.0,Kharif,Soybean,32113.21,4056.09,130254.07
Assam,Assa_District_04,2010.0,Rabi,Wheat,31275.56,2918.78,91286.48
Haryana,Hary_District_05,2019.0,Rabi,,30349.2,955.37,28994.72
West Bengal,,2010.0,Kharif,Rice,13730.51,2873.3,39451.87
Karnataka,Karn_District_09,2020.0,Rabi,Wheat,43662.06,3555.73,155250.5
Karnataka,Karn_District_11,2015.0,Kharif,Maize,4611.36,3165.24,
Andhra Pradesh,Andh_District_17,2021.0,Kharif,,11164.73,3803.07,42460.25
Rajasthan,Raja_District_12,2021.0,Kharif,Cotton,41389.3,3170.55,131226.85
Telangana,Tela_District_15,2013.0,Zaid,,29608.99,2023.66,59918.53
,Hary_District_13,2022.0,Kharif,Cotton,22367.88,4388.49,98161.22
Telangana,Tela_District_08,2010.0,Zaid,Wheat,36193.68,2838.89,102749.88
Gujarat,Guja_District_07,2022.0,Zaid,Mustard,18474.8,726.71,13425.82
Madhya Pradesh,Madh_District_19,2016.0,Kharif,Groundnut,7236.07,1368.61,9903.36
Bihar,Biha_District_04,,Zaid,Wheat,,4748.65,88950.95
Uttar Pradesh,Utta_District_15,2020.0,Rabi,Cotton,25307.15,1556.78,39397.66
Maharashtra,Maha_District_18,2014.0,Kharif,Sugarcane,5376.93,2022.37,10874.14
Tamil Nadu,Tami_District_12,,Zaid,Jowar,40804.96,2225.04,90792.67
Haryana,Hary_District_03,2022.0,Zaid,Mustard,38648.04,4112.17,158927.31
Uttar Pradesh,Utta_District_18,2017.0,Kharif,Maize,5629.96,,18235.27
Andhra Pradesh,Andh_District_16,2018.0,Zaid,Wheat,,2309.62,110766.81
Assam,Assa_District_19,2011.0,Zaid,Mustard,2642.11,4654.86,12298.65
Punjab,Punj_District_17,2019.0,Zaid,Rice,,2849.64,125939.7
Punjab,Punj_District_09,2015.0,Zaid,Maize,27657.43,1452.83,40181.54
Rajasthan,Raja_District_18,2016.0,Rabi,Jowar,40990.59,,112465.88
Telangana,Tela_District_05,2023.0,Zaid,Mustard,1790.5,3573.57,6398.48
Bihar,Biha_District_14,2013.0,Rabi,Wheat,47529.76,4231.18,
Karnataka,Karn_District_16,2016.0,Zaid,Groundnut,13932.19,739.96,10309.26
Tamil Nadu,Tami_District_19,2011.0,Zaid,Groundnut,47023.54,4716.78,221799.69
Bihar,Biha_District_20,2010.0,Kharif,Mustard,26667.52,3390.43,90414.36
Madhya Pradesh,Madh_District_15,2016.0,Zaid,Mustard,23183.74,2388.94,55384.56
Tamil Nadu,Tami_District_15,2020.0,Rabi,Groundnut,6060.48,935.39,5668.91
Karnataka,Karn_District_13,2023.0,Rabi,Barley,11713.33,4264.88,49955.95
Gujarat,Guja_District_02,2018.0,Rabi,Barley,7377.03,1520.14,11214.12
Rajasthan,Raja_District_12,2013.0,Zaid,Sugarcane,27475.84,1468.09,40337.01
Telangana,Tela_District_08,2017.0,Zaid,Cotton,8244.01,3034.92,25019.91
Haryana,Hary_District_11,2018.0,Zaid,Rice,18467.85,3317.72,61271.16
Rajasthan,Raja_District_13,2022.0,Kharif,Sugarcane,45619.05,1179.47,53806.3
Gujarat,Guja_District_18,2023.0,Kharif,Mustard,45680.34,4561.2,208357.17
Haryana,Hary_District_07,2012.0,Kharif,Mustard,41471.47,3340.79,138547.47
Andhra Pradesh,Andh_District_14,2015.0,Rabi,Jowar,31045.32,3376.46,104823.28
Madhya Pradesh,Madh_District_07,2015.0,Rabi,Rice,34555.73,574.17,19840.86
Odisha,Odis_District_08,2015.0,Kharif,Wheat,47908.82,3135.22,150204.69
Karnataka,Karn_District_14,2023.0,Zaid,Maize,39095.15,2197.77,85922.15
Assam,Assa_District_04,2013.0,Zaid,Maize,718.62,2793.81,2007.69
Punjab,Punj_District_04,2011.0,Zaid,Wheat,25408.79,2466.45,
Bihar,Biha_District_08,2021.0,Zaid,,17051.88,1624.22,27696.0
Telangana,Tela_District_13,2014.0,Rabi,Rice,26424.49,2188.75,57836.6
Madhya Pradesh,Madh_District_20,2022.0,Zaid,Barley,48499.6,1278.17,61990.73
Assam,Assa_District_19,2017.0,Rabi,Rice,16051.31,1822.82,29258.65
Karnataka,Karn_District_14,2019.0,Kharif,Barley,27211.13,2746.76,74742.44
Gujarat,Guja_District_13,2017.0,Rabi,Maize,32222.65,4775.01,153863.48
Bihar,Biha_District_08,2016.0,Kharif,Jowar,14332.53,3617.47,51847.5
Andhra Pradesh,Andh_District_03,2013.0,Kharif,Maize,1349.51,1680.75,2268.19
Gujarat,Guja_District_16,2011.0,Zaid,Wheat,23239.61,639.48,14861.27
Odisha,Odis_District_03,2016.0,Kharif,Wheat,,3552.4,109846.28
Andhra Pradesh,Andh_District_10,2011.0,Rabi,Wheat,37361.91,2824.59,105532.08
Odisha,Odis_District_07,2013.0,Kharif,Barley,30236.84,2282.29,
Madhya Pradesh,Madh_District_05,2010.0,Rabi,Maize,2158.53,949.78,2050.13
Maharashtra,Maha_District_14,2021.0,Kharif,Sugarcane,32784.3,4980.0,163265.81
Karnataka,Karn_District_04,2021.0,Rabi,Soybean,888.58,3009.13,2673.85
Telangana,Tela_District_14,2011.0,Zaid,Cotton,37575.34,4220.49,158586.35
Telangana,Tela_District_07,2013.0,Rabi,Soybean,27305.72,3289.62,89825.44
Bihar,Biha_District_10,2015.0,Zaid,Sugarcane,34866.57,4365.35,152204.78
Madhya Pradesh,Madh_District_03,2023.0,Kharif,Maize,6202.25,4667.82,28950.99
West Bengal,West_District_13,2017.0,Rabi,Maize,1398.27,,5960.69
Uttar Pradesh,Utta_District_09,2019.0,Zaid,Soybean,3929.35,1375.83,5406.12
Punjab,Punj_District_04,,Zaid,Barley,294.32,2503.66,736.88
Andhra Pradesh,Andh_District_17,2011.0,Zaid,Maize,16784.53,1246.97,20929.81
Bihar,Biha_District_07,2016.0,Kharif,Mustard,22609.4,2310.67,52242.86
Rajasthan,Raja_District_19,2012.0,Rabi,Sugarcane,38406.29,4519.09,173561.48
Tamil Nadu,Tami_District_14,2018.0,Rabi,,32663.11,1059.85,34618.0
Rajasthan,Raja_District_02,2014.0,Rabi,Rice,14840.0,4609.93,68411.36
Haryana,Hary_District_19,2013.0,Zaid,Cotton,4527.85,2330.85,10553.74
Madhya Pradesh,Madh_District_02,2014.0,Rabi,Jowar,47130.98,4777.99,225191.35
